update_freq,net_usd,final_pct,sharpe,min_drawdown,win_rate,trades_per_year,avg_hold_hrs
7,1.1961192879999984,64.5268799941305,10.312481851291396,-14.709232959171336,94.87179487179486,159.01326506865254,48.0
8,0.983111979999999,53.03580453110462,9.066944757297174,-16.45482506897713,86.8421052631579,154.93600186176403,49.276315789473685
9,1.0275843919999992,55.43495152335139,8.827088410437185,-15.754080384621838,82.75862068965517,118.2406329997673,64.54310344827586
10,0.9329458350000013,50.32949852077715,9.348883074558303,-16.281250984394337,91.30434782608695,93.77705375843611,81.34782608695652
11,0.8972987909999994,48.406452422106106,8.574376719385569,-16.08092869278809,79.3103448275862,118.2406329997673,64.88793103448276
12,0.9312328740000004,50.23708965320803,9.397416427514127,-16.17856597786481,88.46153846153845,106.0088433791017,72.01923076923077
13,1.1181638169999997,60.32142709944994,8.209344479799835,-14.850203916622263,87.5,97.85431696532464,78.01041666666667
14,1.039466699999998,56.07596473170058,8.837935715258293,-15.630428196411916,88.88888888888889,110.08610658599024,69.33333333333333
15,0.9610568530000014,51.84599967847679,8.502500010753266,-15.656752042039301,94.73684210526315,77.46800093088201,98.47368421052632
16,1.1530787529999982,62.20497827020461,9.726779129900697,-15.02555885646818,96.15384615384616,106.0088433791017,72.01923076923077
17,1.0462050729999977,56.43947879780489,8.784127486180527,-15.490654285347205,94.11764705882352,69.31347451710496,110.13235294117646
18,0.9975804699999995,53.81633413822047,9.289673971111739,-15.70764465518051,89.47368421052632,77.46800093088201,98.39473684210526
19,1.0213530120000005,55.09878813773283,10.207856958701596,-15.52002743103057,100.0,61.1589481033279,124.86666666666666
20,0.8736203199999992,47.129073257678215,8.36793412766791,-16.312846145163217,86.66666666666667,61.1589481033279,124.56666666666666
21,0.9963174360000009,53.74819741961383,5.904573191812583,-15.594457906138793,76.47058823529412,69.31347451710496,110.01470588235294
22,0.9211529329999992,49.693308485409496,8.515092537787206,-15.898609206102165,78.94736842105263,77.46800093088201,98.3157894736842
23,0.808771998000001,43.6307098975226,7.099053343224885,-16.791504825516913,93.33333333333333,61.1589481033279,124.83333333333333
24,0.8893990880000002,47.98028824886336,9.184816146447973,-15.957362312203927,87.5,65.23621131021643,117.03125
25,0.7747653959999989,41.79616049406687,9.925182735176291,-18.09636674737335,93.33333333333333,61.1589481033279,124.48333333333333
26,0.7640070389999987,41.21578091316922,10.992822135588781,-16.845603112010863,100.0,44.8498952757738,169.9090909090909
27,0.8647293029999994,46.64943080667816,5.002118476072916,-16.3181288917309,82.35294117647058,69.31347451710496,110.1029411764706
28,1.1226746689999985,60.5647734016084,11.613578994091242,-14.515425740938282,94.73684210526315,77.46800093088201,98.34210526315789
29,0.9717144429999993,52.42094319611405,11.016872884722885,-15.748812083466923,95.23809523809523,85.62252734465906,89.19047619047619
30,0.9523491729999991,51.3762476829823,10.90404258702092,-17.207269726243133,94.11764705882352,69.31347451710496,110.05882352941177
31,0.8098289659999991,43.68773000243835,13.790077180249892,-16.69077878360724,100.0,44.8498952757738,169.95454545454547
32,1.0906899440000006,58.83929791398283,11.164662551954855,-15.397056148371435,100.0,85.62252734465906,88.97619047619048
33,0.9230843280000003,49.797501181436246,9.616430934796911,-15.263526582403909,93.33333333333333,61.1589481033279,124.53333333333333
34,0.9231700499999991,49.80212561418496,13.36022200239533,-16.261779118308528,100.0,44.8498952757738,169.8181818181818
35,1.0105790159999999,54.517564881888724,10.72532998609662,-15.60319298544296,100.0,61.1589481033279,124.56666666666666
36,0.7876776989999987,42.492738698672184,13.231982276888541,-16.53359201278547,100.0,44.8498952757738,169.95454545454547
37,0.9587577170000023,51.72196851013891,12.26688766585316,-15.08490695576632,100.0,53.00442168955085,143.92307692307693
38,0.9082856020000012,48.999156379000496,11.786925894113923,-15.577895910262773,100.0,53.00442168955085,144.07692307692307
39,0.9379980639999999,50.60205041226189,15.04355107596088,-15.404128594028387,100.0,53.00442168955085,143.51923076923077
40,0.8595085879999997,46.36778962450825,9.729908160850906,-16.48332714363371,92.85714285714286,57.081684896439384,133.46428571428572
41,1.087491598000001,58.66675718949812,12.29844622787513,-16.754220216555982,100.0,61.1589481033279,124.78333333333333
42,0.9466034059999986,51.06628159397859,16.130306210595837,-15.85049454213372,100.0,44.8498952757738,169.54545454545453
43,0.8510290920000001,45.91034743935833,12.320013340207334,-17.228815099877814,88.23529411764706,69.31347451710496,109.94117647058823
44,0.9146643949999995,49.34327223311945,22.12500807435563,-16.112866979527183,100.0,44.8498952757738,169.3181818181818
45,0.8257861899999992,44.54857213450458,9.084211910663182,-15.481306366185665,88.88888888888889,36.69536886199675,207.47222222222223
46,0.7597534789999982,40.98631470656136,7.44943118462702,-16.901886991022398,90.9090909090909,44.8498952757738,170.22727272727272
47,0.907634230999999,48.964016958734916,9.49885277437424,-17.0507952098211,100.0,44.8498952757738,169.6818181818182
48,0.7779562130000013,41.968295052641416,11.238217573672518,-16.232713121570963,100.0,40.77263206888527,187.25
49,0.8679800230000003,46.82479694401829,5.558746133777787,-15.922207371672704,80.0,61.1589481033279,124.45
50,0.773325313,41.71847253781136,13.188678541162595,-18.09433850350245,100.0,36.69536886199675,198.44444444444446
51,1.013966785,54.7003243824703,10.589560103030877,-15.511422858188538,90.9090909090909,44.8498952757738,169.8181818181818
52,1.0658716910000003,57.50043108935976,11.6252731802483,-14.69860136502894,100.0,44.8498952757738,169.3181818181818
53,0.9087964790000003,49.0267165890911,21.375084346690326,-16.392466378931157,100.0,53.00442168955085,143.8653846153846
54,1.0602157649999993,57.19531164022187,8.513141561965838,-14.73472814040867,92.3076923076923,53.00442168955085,143.46153846153845
55,0.7849578750000012,42.34601273361693,7.804199534844426,-17.117851239753634,100.0,28.540842448219692,253.89285714285714
56,0.9366675819999988,50.53027508582939,17.53682031752263,-15.816589139815452,100.0,61.1589481033279,124.56666666666666
57,1.1268777409999986,60.79151593913923,10.08924224084391,-14.103552831630473,100.0,44.8498952757738,169.4090909090909
58,1.014112319,54.70817548482043,9.993321812403202,-14.870384854094853,93.33333333333333,61.1589481033279,124.86666666666666
59,0.8527354929999995,46.00240241552458,9.36744696056371,-15.433729570864275,100.0,28.540842448219692,266.89285714285717
60,1.0169058679999998,54.85887868214292,12.731523667757724,-14.863338541032833,100.0,53.00442168955085,143.34615384615384
