update_freq,net_usd,final_pct,sharpe,min_drawdown,win_rate,trades_per_year,avg_hold_hrs
52,2.052701030187854,110.75015863307245,8.68061754775166,0.0,100.0,48.92146596858639,179.0625
53,1.4793286621431945,79.81478139942088,6.956576075018818,0.0,100.0,57.075043630017454,153.48214285714286
54,1.8823735828533001,101.56041714882824,7.419556407502852,-1.8196738965690518,92.85714285714286,57.075043630017454,153.48214285714286
55,1.3046360983497778,70.38952712828699,5.324101174580648,0.0,100.0,32.61431064572426,268.59375
56,1.6985487477035075,91.64244597127454,7.422296882879329,0.0,100.0,65.22862129144852,134.296875
57,1.9749425474722477,106.55482566973666,8.443663827504258,0.0,100.0,48.92146596858639,179.0625
58,2.1343961821489135,115.15788820799855,8.694783026749713,-0.19000785694825995,93.75,65.22862129144852,134.296875
59,1.478326691384117,79.76072169034413,7.522168473219255,0.0,100.0,32.61431064572426,268.59375
60,1.8999417807882448,102.50828080728525,8.00352930215337,0.0,100.0,57.075043630017454,153.48214285714286
61,1.4331728193200088,77.32451767404868,6.703314444016223,0.0,100.0,36.69109947643979,238.75
62,1.456094172658044,78.56120215997198,6.743109419360077,0.0,100.0,40.767888307155324,214.875
63,1.5289203735125254,82.4904218459677,5.831076542481967,-6.383633574724135,83.33333333333334,48.92146596858639,179.0625
64,1.7884636634332476,96.49365958402201,7.905147646801908,0.0,100.0,40.767888307155324,214.875
65,1.615411506890128,87.15691082855817,8.109649006032852,0.0,100.0,40.767888307155324,214.875
66,1.6249370768199085,87.67084752234796,7.805640662189061,0.0,100.0,40.767888307155324,214.875
67,1.6008263943553194,86.3699947101581,8.496658691118723,0.0,100.0,32.61431064572426,268.59375
68,1.7874147941128793,96.43706953904817,6.849301448526851,0.0,100.0,40.767888307155324,214.875
69,1.7530294205762436,94.58186241544121,8.235026035557127,-0.08117845280244396,91.66666666666666,48.92146596858639,179.0625
70,1.9333412994040635,104.31029772576055,8.766794445036687,0.0,100.0,44.84467713787085,195.3409090909091
71,1.9141619995606638,103.27550967387684,8.913327492409795,0.0,90.0,40.767888307155324,214.875
72,1.4386397586984758,77.61947753157222,7.060672726230879,0.0,100.0,32.61431064572426,268.59375
73,1.8484627479367552,99.73081298769837,9.45836018813831,0.0,100.0,44.84467713787085,195.3409090909091
74,1.7439519712971756,94.0921033453888,8.764837629511092,0.0,100.0,40.767888307155324,214.875
75,1.5201677854323863,82.01819013561648,7.246885429584408,0.0,100.0,40.767888307155324,214.875
76,2.356242363954329,127.12723954838478,8.255888563609684,0.0,100.0,40.767888307155324,214.875
77,1.7777679974752125,95.9165922546261,8.476725655575228,0.0,100.0,44.84467713787085,195.3409090909091
78,1.6153869891604309,87.15558801417198,6.975484387049417,0.0,100.0,32.61431064572426,268.59375
79,1.5493970727555242,83.59520898062233,7.57170658383006,0.0,100.0,44.84467713787085,195.3409090909091
80,0.9803167078620809,52.891399823792625,4.523024195738123,-1.0407322222297233,90.9090909090909,44.84467713787085,195.3409090909091
81,1.6304110991246215,87.96618952768247,8.266321125484442,0.0,100.0,40.767888307155324,214.875
82,1.615453700113144,87.15918729555143,7.275036928348366,-0.03194399853139185,90.9090909090909,44.84467713787085,195.3409090909091
83,1.470463080265599,79.33645329178198,5.909287068448576,0.0,100.0,36.69109947643979,238.75
84,1.4930627035360142,80.55577935312131,6.238482455525281,0.0,100.0,32.61431064572426,268.59375
85,1.1419271034745764,61.610826904315644,5.59782230574373,-0.111888446024766,90.0,40.767888307155324,214.875
86,1.5930201765602452,85.94882287538309,7.291199266316261,0.0,100.0,52.998254799301925,165.28846153846152
87,1.6349673874255433,88.21201668160509,8.705044800065988,0.0,100.0,36.69109947643979,238.75
88,1.323931791069675,71.4305949692614,7.3361379717242725,0.0,100.0,28.537521815008727,306.9642857142857
89,2.058793590727163,111.07887286680005,7.549045509920998,0.0,100.0,44.84467713787085,195.3409090909091
90,1.2696870566957985,68.5039082045717,6.385754489958082,0.0,100.0,32.61431064572426,268.59375
91,1.4071167313235486,75.9187036580148,6.348057075406151,0.0,100.0,24.460732984293195,358.125
92,2.0893768502859933,112.72894309029817,7.739095608824635,0.0,100.0,40.767888307155324,214.875
93,2.186987700357675,117.99537837277012,10.213750721176973,0.0,100.0,40.767888307155324,214.875
94,1.2913971381042386,69.67524047583852,6.188497004267324,0.0,100.0,40.767888307155324,214.875
95,1.7703401171091238,95.51583300291152,8.776669290999834,0.0,100.0,32.61431064572426,268.59375
96,1.603260032170684,86.50129769590386,7.730369156572403,0.0,100.0,28.537521815008727,306.9642857142857
